U:0,U:1,U:2,p,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
0.373732,2.91042e-14,0,1077.41,1,42.4,-57.6,0,0.5,212
0.373714,2.63777e-14,0,1077.32,1,42.6,-57.4,0,0.5,213
0.373696,2.36512e-14,0,1077.23,1,42.8,-57.2,0,0.5,214
0.373678,2.09247e-14,0,1077.14,1,43,-57,0,0.5,215
0.37366,1.81982e-14,0,1077.05,1,43.2,-56.8,0,0.5,216
0.373642,1.54717e-14,0,1076.97,1,43.4,-56.6,0,0.5,217
0.373624,1.27452e-14,0,1076.88,1,43.6,-56.4,0,0.5,218
0.373606,1.00187e-14,0,1076.79,1,43.8,-56.2,0,0.5,219
0.373588,7.29222e-15,0,1076.7,1,44,-56,0,0.5,220
0.37357,4.56571e-15,0,1076.61,1,44.2,-55.8,0,0.5,221
0.373552,1.8392e-15,0,1076.52,1,44.4,-55.6,0,0.5,222
0.373534,-8.87252e-16,0,1076.43,1,44.6,-55.4,0,0.5,223
0.373516,-3.61376e-15,0,1076.35,1,44.8,-55.2,0,0.5,224
0.373498,-6.34027e-15,0,1076.26,1,45,-55,0,0.5,225
0.37348,-9.06678e-15,0,1076.17,1,45.2,-54.8,0,0.5,226
0.373462,-1.17933e-14,0,1076.08,1,45.4,-54.6,0,0.5,227
0.373444,-1.45197e-14,0,1075.99,1,45.6,-54.4,0,0.5,228
0.373426,-1.72463e-14,0,1075.9,1,45.8,-54.2,0,0.5,229
0.373408,-1.99728e-14,0,1075.81,1,46,-54,0,0.5,230
0.37339,-2.26993e-14,0,1075.73,1,46.2,-53.8,0,0.5,231
0.373372,-2.54258e-14,0,1075.64,1,46.4,-53.6,0,0.5,232
0.373354,-2.81522e-14,0,1075.55,1,46.6,-53.4,0,0.5,233
0.373336,-3.08787e-14,0,1075.46,1,46.8,-53.2,0,0.5,234
0.373318,-3.36052e-14,0,1075.37,1,47,-53,0,0.5,235
0.3733,-3.63318e-14,0,1075.28,1,47.2,-52.8,0,0.5,236
0.373282,-3.90583e-14,0,1075.19,1,47.4,-52.6,0,0.5,237
0.373264,-4.17847e-14,0,1075.11,1,47.6,-52.4,0,0.5,238
0.373246,-4.45112e-14,0,1075.02,1,47.8,-52.2,0,0.5,239
0.373228,-4.72377e-14,0,1074.93,1,48,-52,0,0.5,240
0.37321,-4.99642e-14,0,1074.84,1,48.2,-51.8,0,0.5,241
0.373192,-5.26908e-14,0,1074.75,1,48.4,-51.6,0,0.5,242
0.373174,-5.54172e-14,0,1074.66,1,48.6,-51.4,0,0.5,243
0.373174,-5.59927e-14,0,1074.57,1,48.8,-51.2,0,0.5,244
0.373193,-5.4209e-14,0,1074.48,1,49,-51,0,0.5,245
0.373211,-5.24252e-14,0,1074.38,1,49.2,-50.8,0,0.5,246
0.37323,-5.06414e-14,0,1074.29,1,49.4,-50.6,0,0.5,247
0.373248,-4.88577e-14,0,1074.19,1,49.6,-50.4,0,0.5,248
0.373267,-4.7074e-14,0,1074.1,1,49.8,-50.2,0,0.5,249
0.373286,-4.52902e-14,0,1074,1,50,-50,0,0.5,250
0.373304,-4.35064e-14,0,1073.91,1,50.2,-49.8,0,0.5,251
0.373323,-4.17227e-14,0,1073.81,1,50.4,-49.6,0,0.5,252
0.373341,-3.99389e-14,0,1073.72,1,50.6,-49.4,0,0.5,253
0.37336,-3.81552e-14,0,1073.62,1,50.8,-49.2,0,0.5,254
0.373378,-3.63714e-14,0,1073.53,1,51,-49,0,0.5,255
0.373397,-3.45877e-14,0,1073.43,1,51.2,-48.8,0,0.5,256
0.373416,-3.28039e-14,0,1073.34,1,51.4,-48.6,0,0.5,257
